postId	message	Appreciation	Complaint	Feedback
147285781446_10151136257146447	"Well, you've lost another customer due to your decision to stop carrying firearms...."	0	1	0
159616034235_10150675930874236	"please protect consumers and do not sell Monsanto's unlabeled, untested GE sweet corn!"	0	0	1
6185812851_10150957647297852	"Zumobi's American Express Membership Effect campaign was showcased at the Mobile Marketing Association Forum as an example of  breakthrough mobile/social advertising by the EVP, Chief Revenue Officer of TIME Inc.  PROUD MOMENT!"	1	0	0
78143372410_10150583348532411	On your buy $10 in frozen food event get $5 Catalina on new food do you have to do separate transactions or if I buy $50 in frozen food it will spit out 5 $5 catalinas?	0	0	1
100488814000_10150560859954001	"I have to get this off my chest Kellogs back in the day when u put prizes in the cornies well i never got mine, the flower things for the dragster wheels it was tough being one of 5 I tell you and quite frankly."	0	1	0
110455108974424_511599932193271	"do you guys know your boardwalk square in Kansas City, MO (the shops @ Boardwalk) processed payments are coming up as EB games on peoples card statements i checked my UMB checking statement and that is what the game stop up there came up as"	0	0	1
12699262021_10151204764497022	I pre-ordered avengers and it was not pulled and held for me like I thought pre-orders are suppose to be so why pre-pay if you ate not going to pull the movie and hold it so it is guarantee.	0	1	0
12699262021_10151186129887022	Hi best buy i was wondering about the beats laptop and how much it will cost in black friday if you can be genearous  and  answer my question i will appreciate it very much thank you	0	0	1
56805881344_10150642736636345	"U Guys R Sure The Hardest Company To Find Coupons For I Have Been Searching For Months In The Paper, Online An At UR Website And No Where R There Coupons For Kraft Single Sliced Chees Where Do I Go From Here ?"	0	1	0
12699262021_10150955337372022	"When I logged on yesterday to one of the home computers that I bought at Best Buy, an application opened announcing that my subscription to Kaspersky Anti-Virus 2012 had expired, and that I should renew it right away.  So I paid about $44 online, but the application crashed, and I received no email acknowledgment of the transaction.  However, the Kaspersky Anti-Virus application on my computer suddenly showed the renewal, and file updates/  I called Kaspersky, who told me that the application was triggered by Best Buy, who handled renewals on their software for equipment that Best Buy had installed on.  After a series of hideous finger-pointings, misdirections, poor listening, pointless diagnostics in several calls (because they dropped the line twice during extended periods on hold to ""research the situation further"") into Best Buy customer service, reward zone, and Geek Squad, I was able to find out that there was another year or more on my Kaspersky subscriptions, and that no such application should have popped up to blow away the majority of my working day.  It could have been some clever virus trying to rip me off.  No such luck.  When I called my bank, they informed me that no authorizations had taken place against my credit card.  Falls about as far short of excellence in customer contact as I can imagine.  How could I possibly recommend Geek Squad to anyone except perhaps a bitter enemy?  Best Buy and the Geek Squad needs to have better testing on the behavior of the software that they install on customer equipment, and their CSRs must be much better trained at listening carefully, rather than rushing into ""cookie cutter"" solutions that in no way fit the situation at hand.  The level of disconnect that took place here far exceeds anything in my experience.  They should have the good sense to go back and listen to the recording that they made of my conversations with their staff, and figure out how to turn the situation around."	0	1	0
152789358067261_351824408163754	"Special thanks to our sponsors for the upcoming New Horizons concert on February 4! We couldn't do it without Thrivent Financial for Lutherans, the Mielke Family Foundation, Wells Fargo and Menasha Corporation!"	1	0	0
199504650087085_311727678864781	"UM ABSURDO   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,      alem de cancelarem nosso voo em Chicago no ultimo sabado, a united ainda perdeu ou nao nos entregou nossas 06 bagagens E CONTINUAM DIZENDO QUE ELA ESTARA CHEGANDO TODO DIA.  UM DESCASO, FALTA DE PROFISSIONALISMO, UMA DECEPO POIS ESTA 'E A PRIMEIRA VIAGEM COM A UNITED.  ELES NAO NOS DAO POSIO, APENAS DIZEM QUE AS MALAS IRAO CHEGAR A 04 DIAS, TODAS AS NOSSAS BAGAGENS FICARAM  TEMOS TODAS AS NOSSAS ROUPAS E COMPRAS FEITAS EM NOSSA VIAGEM, BEM COMO RECORDAES  ESTA COMPANHIA DEVERIA TRATAR MELHOR SEUS CLIENTES, COM MAIS RESPONSABILIDADE!!!!!!!!!!!!!!!!!!  JOSE A. MARQUES"	0	1	0
78143372410_368682793181602	Ryan Young = American Hero.   Safeway = FAIL       http://www.mercurynews.com/central-coast/ci_20644340/safeway-criticized-suspending-butcher-who-defended-pregnant-woman	0	1	0
179590995428478_342134232507486	"I as an American am very disappointed to hear that BOA has dropped business with the McMilan Group because they are a firearms manufacturer. This company has also manufactured products for our military to protect us from organizations like yourself that try to take away our Rights as an American that people have lost their lives to preserve. I am happily to say that many people who support our 2nd Amendment Right have stated they will close all ties with BOA and those who have business without BOA accounts are no longer accept BOA charge cards. I myself have refinanced my house with COMMUNITY ONE BANK, away from BOA, I have changed my BOA checking and savings accounts to Wells Fargo, and I am in the process to shop to refinance our Automobile from BOA, I am glad to hear that the NRA is launching an investigation. I agree with the many comments I have read against the decision that BOA has taken against McMilan Group, has Bank of USSR (Boa) cut ties with American Tobacco and American Distilleries, wineries and breweries as well? "	0	1	0
179590995428478_403938682993707	Why does bank of America refuse to do business with people like myself who supports the 2nd Amendment of the United States Constitution?	0	1	0
6806028948_10150748989813949	You don't fly out of Fresno anymore :(  I always loved calling the 800 number and listening to the hilarious one-liners during the recording =D	0	1	0
179590995428478_383495268371382	"Just heard about your endorsement of the Humane Society of the United States (HSUS) and it deeply troubles me. HSUS is a huge lobbying organization with a mission to abolish animal agriculture and eliminate meat, dairy and eggs from the dinner table. While many Americans mistakenly believe HSUS is the national organization affiliated with local animal shelters, very little of its funding is used for hands-on animal care. Instead, HSUS uses its resources to attack farmers and ranchers with legislation, litigation and public relations smear campaigns."	0	1	0
179590995428478_424639820923593	"I cant believe B O A delete my post Bank of America sold my mortgage to a company that i don' even know at least you could let me know that your going to sell my loan to other bank that i never herd of ther name  so at least i know but you did everything behind my back now that my mortgage is with another bank Bank of America will not discuss the settlement agreement with me, by stating they are no longer the holder of my loan. Bank of America needs to stop selling mortgages until all of their clients are checked for eligibility. :("	0	1	0
63445693036_10151170452673037	"Unfortunately, I am discontinuing my relationship with Macy's due to its continued association and allegiance with Donald Trump.  Trump has shown that he is a plutocratic racist with a paranoid determination to cast our President, Barack O'bama in a racist, malacious way.  Being an African-American myself, I am offended at Trump's description and treatment of minorities and I will not spend another dollar at a retail store where Trump is held in high esteem by its president and management.  If you share Trump's viewpoint of the world, then I can only disassociate from Macy's."	0	1	0
77978885595_10151152004765596	"has corporate ever thought about doing the show ""Undercover Boss"" as an associate i think it would really help the company to do that!"	0	0	1
106245416086016_316015235109032	from a mom in Missouri to you at family dollar i do some couponing and i do not appreciate being told by different cashiers or managers to read my coupons as if i do not know what i am talking about when I have read the coupons and I have family dollars coupon policy in my binder . I have to constantly pull it out and allow your associates to read it. It is so frustrating for me as a mother of 6 to try to save money when I am in your store being harassed by the cashiers/managers because they think i am trying to rob the store when I know you all get reimbursed for the full amount of the coupons i use. SO FRUSTRATING especially when I have my young ones with me.	0	1	0
147285781446_10151135678306447	"Well I wasso please to have a new store open in my area you have decided that public opinion and media presence is more important than the rights and liberties afforded me under the US Constitution, the second amendment is not vague, a well regulated militia being necessary to the sucurity of a free state, the right of the people to keep and bear arms shall not be infringed. I have shopped in every department in your store for the last time.Your decision has consequences and one of those is the loss of my business and anyone else I can inform of yur poor choice. A firearm is the great equalizer between a 120lb woman and 225 lb man hell bent on doing her harm, it is the wall that prevents the tyranny of government and the ills that follow. Why have you chosen to hide and cower when you should be bold and supportive of the people who spend money in your stores.."	0	1	0
78143372410_10151151638037411	"I wish I had taken down the name of one of your employees at the Scottsdale and Shea store locations in Arizona, what she did was incredible in bad taste. So your store states it is open till 3pm Arizona time, and I know I called in the morning to find out if that was still the case, I was told it was. So I arrived at 2:45 PM went to the auto door on the south entrance and it was locked shut and had carts in front of it. So I proceeded to the other doors where they were letting people out but guarding so that no one could get in, there was an employee outside, not the manager stating that the manager would not let anyone in, bear in mind I am not the only one trying to get in there was about 20 of us. I completely understand the employees wanting to be with their families, as a member of the United States Army there have been many times I wanted to be with my family but could not for many different reasons or circumstances!! But see the thing is, it basically comes down to principles, if you advertise and state that you will be open till a certain time, people are going to take your word for it, I was lucky all I needed was rynolds wrap and ranch dressing, but I can promise others needed more and it may have messed up their plans. But while that is a complaint of mine, the issue that bothered me most was that the same employee who was not letting others in asked one of the people standing around what they needed maybe she was making the biggest fuss, I honestly do not know, but the lady stated all she needed was a type of cheese, your employee pulled her inside and was able to get her the cheese she needed, which was great for her, but going back to principles, if you do something for one you do it for all! The fact she made a scene about it around others she would not help was in bad taste and poor judgment. I am not saying how to run your company, but I believe you need to re educate yourself employees on customer relations and service, because your Scottsdale store failed miserably! I hope this post doesn't fall on deaf ears and you are able to fix the issues. Thank you for your time!"	0	1	0
21493231379_10151243305261380	Yet another fantastic experience with the professionals at Discover. You guys are awesome!	1	0	0
12699262021_10151278712712022	lost another customer last night!	0	1	0
12854644836_10151193605109837	Thank you for supporting equality!	1	0	0
129945096760_10150569963841761	Fresh Dole Pineapples are delicious!!!!	1	0	0
129945096760_10150634235676761	pineapple is awesome n delicious !!	1	0	0
159616034235_10150571265659236	you are a horrible company	0	1	0
163478290365055_431493033563578	instrument cluster  for 1989 chevrolet blazer	0	1	0
17648521247_10150607960356248	"80-85% off sale and you earn Kohl's bucks, I just boght over $1,000 worth of clothes and spent $425 after a $50 price adjustment and and $50 in Kohl's cash my family of 5 is set til the next growth spurt, Thank you Brentwood, CA Kohls."	1	0	0
179590995428478_319037631483813	your customer service is horrible!!!	0	1	0
179590995428478_333306246723618	BOA is the worst bank in the world how are you going to take someone's money in these tough times and put me out of work and put me with no funds to even feed my new born child ill never use you ever again	0	1	0
179590995428478_439381992782709	Your customer service is TERRIBLE!!!!!	0	1	0
56805881344_10150891443736345	"Great recipes, some fantastic ideas."	1	0	0
60686173217_10151059847113218	Perhaps my favorite grocery store!	1	0	0
110455108974424_363137797039486	"I had some used games picked up at the local store and imagine my disappointment when I open them and most are missing books, one is in a case that's practically unuseable, one is supposed to be in a two-disc case but the case only holds one, and ALL are full of third hand smoke and have choked me to death ever since they were brought into my house. I'm VERY disappointed.  You should tell people about missing books, cover art, damaged cases, names written in them and most especially about third ahnd smoke as it causes cancer and bothers peoples' lungs ESPECIALLY people who are sensitive to it and/or have lung problems."	0	1	0
159616034235_10150695166649236	i bought a HP 4in1 printer and a RCA surround sound speaker system and BOTH are defective and Walmart won't take them back - I'd have to send back to manufacturer - so no more electronics from Walmart for me	0	1	0
63445693036_10150986384623037	"Terrible company- I ordered a wedding gift off of my sister's registry and it was confirmed to ship to my home address, instead it was sent to the BRIDE!!!  Then, you charged my card twice resulting in an overdraft to my account- No fuel in my car or groceries until you can figure it out- The woman on the phone was very nice but I still have to wait to get my money back!!!"	0	1	0
179590995428478_342381279149448	Due to Bank of America's anti 2nd Amendment stance we have closed all accounts that are service by or through Bank of America and are asking our friends and family to do the same.	0	1	0
115568331790246_385003204846756	http://www.change.org/petitions/rite-aid-pharmacy-stop-load2card-feature-for-rite-aids-up-rewards-coupon#	0	0	1
179590995428478_371163842905806	http://www.rollingstone.com/politics/news/bank-of-america-too-crooked-to-fail-20120314	0	1	0
124728879505_10151036101779506	i miss the possibility to save the warholized pic into my gallery :( also: the account you use to refer on at twitter (@CampbellsSoupCo) has miserable stats!	0	1	0
159616034235_10150508727334236	This company has horrible customer service  nobody admits it but it's true !!!	0	1	0
179590995428478_342647525789490	hey bank of america we need a location in taneytown maryland soon.	0	0	1
179590995428478_342839152436994	"Hello Bank of America. Please post some information regarding the recent news that BoA is against firearm manufacturers (not as a corporate-wide policy, but in specific individual cases). I have recently heard about BoA's Mr. Ray Fox, Senior Vice President, Market Manager, Business Banking, Global Commercial Banking does not want to do business with McMillan Group International because they are a firearms manufacturer. Does Bank of America support not not support the Second Amendment of the Constitution of the United States, not only as a corporate wide policy, but in every interaction, in every branch, with it's customers? I have many accounts with BoA, including mortgage, checking, and credit cards, and wish to ensure that the business that I am interacting with is 100% American and stands 100% behind the Constitution of the United States of America and the Bill of Rights of the United States of America. Please respond to my concern described in this posting."	0	0	1
115568331790246_351405494873194	"I saw a sign at a local store that said the Vanilla Visa cards were incorrectly marked as a ""resolution reward"" participating item in this weeks ad, however you also have it listed as a participating product in your Resolution Rewards brochure - available to view on your website.  How is it that this item would be overlooked in two separate printed locations?  I think that legally you should reconsider as this does not appear to be a simple misprint that can be explained away as oversight or a typo."	0	0	1
117497138610_10150628809028611	Walgreens discriminates against people with serious health conditions!!!!!!	0	1	0
117497138610_10150931315258611	I am officially very offended by your company	0	1	0
126016648090_10151062585958091	Thank you ConAgra for eliminating pig gestation crates.	1	0	0
7003656077_10150662955226078	Highly disappointed by the dishonesty of american airline!	0	1	0
8103318119_10151260170168120	Let Target employees enjoy Thanksgiving with their families.	0	1	0
100488814000_10151173868194001	"your mission is a joke and your company overview is a lie ""educating young people about proper nutrition "" why do you need to hide from GMO labeling"	0	1	0
110455108974424_521439301209334	I pre-ordered my black ops 2 on Pacific lane Gamestop and registered for nuketown 2025 but my copy I pre-ordered will it contain nuketown zombies and the free elite	0	0	1
12699262021_10151146925632022	"Your costumer service is the worst there is, and geek squad too. You make people waste their time, money and energy, and your employees don't care about their costumers unless they are going to buy something and then you see the employees all happy and willing to do anything to make a sale but when it's us who need your help and sympathy you guys are horrible at costumer service. Even my dad returned and demanded a full refund on a tv he bought recently because he saw how crappy your employees treated me, of course he didn't want to  have all that trouble and with the money we made our purchase elsewhere. After my warranty expires I will no longer do business with you, this will be my first and last time buying a laptop from this store."	0	1	0
92979593115_10151167541378116	"CVS can cancel your rewards card at anytime for no reason, and depending on who you get they won't do anything other than issue a new card, you could lose all you quarterly rewards"	0	1	0
129945096760_10151103928041761	"No more neglecting human rights, no more lack of accountability---please stand up and be socially and morally responsible."	0	1	0
159616034235_10150706030829236	"I would like Walmart to formally commit to refuse Monsanto's unlabeled, untested and potentially unsafe GE sweet corn."	0	0	1
125472670805257_424052094280645	"Since you have made the decision to side with the bigoted Catholic League and Bill Donohue, I am making the decision not to fly with you any more."	0	1	0
21493231379_10151234991931380	"LUVLUVLUV my Discover Card~~~~~~been a member since '91 & ""always"" use it where applicable~~~~~love the cash back bonus, pleasant customer service, & low interest ~~~~~~you've always had my back :-)"	1	0	0
7003656077_10150575776971078	"I had been a loyal AA customer for a long time, I am happy to see this type of improvement , the fact is that I travel less than I should just because traveling has lost the glamour it used to have , now between custom and immigracions and the poor service in air the last thing you want to do is to travel. I am glad to see at least steps towards customer satisfaction in the air."	1	0	0
179590995428478_419961864724722	"Bank of America and Wells Fargo have welched on their responsibility to provide for the care of 45 neglected and abused horses left on their foreclosed property and are forcing The Grace Foundation animal rescue agency into bankruptcy.  Bank of America and Wells Fargo, it is bad enough that you left dead and decomposing animals on the grounds of Whispering Pines Ranch, but now you also are willingly committing the 45 surviving horses to this same fate?  Each day that you persist in shirking your responsibility, you are risking the lives of these animals.  Bank of America customers, INSIST that the bank step up and fulfill its obligations, or you will be forced to close your accounts!"	0	1	0
179590995428478_321873974533512	"Congratulations to Big Sister Association of Greater Boston for their terrific Rise & Inspire event this morning. Boston City Councilor-at-Large & current Big Sister Ayanna Pressley and Bank of America's Anne Finucane, head of Global Strategy and Marketing, continued to illustrate their dedication to our community and in particular, supporting girls. Great work all!"	1	0	0
179590995428478_343570445697198	You have apparently dropped Mcmillan Gun Company for political reasons. Will be pouring your rather considerable resources into abridging our 2nd amendment rights next?	0	1	0
108381603303_10150707025173304	hersheys all american chocolate... Made in mexico.	0	1	0
179590995428478_222567464514978	So Unamerican - http://pjmedia.com/blog/breaking-bank-of-america-reportedly-drops-gun-company-for-political-reasons/	0	1	0
12699262021_10150806672657022	"gostaria de saber como poss fazer uma reclamao para o presidente da empresa, algum pode me ajudar..."	0	0	1
124728879505_10151118640234506	"Shame on any food company supporting a group against telling the public what is in the food you are selling, and deciding to spend nearly $600,000 in the effort of willful omission while laying off 700 Californians is despicable.  As a chef I am appalled, as a voter I will VOTE YES ON 37 and as a consumer I will boycott your products and encourage my clients and students to do the same."	0	1	0
152789358067261_454561711223356	A big 'thank you' from the Orange County Rescue Mission (Village of Hope) to Well's Fargo's corporate social responsibility program and the generous $1000 gift to our homeless shelter at the Community Support Breakfast this morning!	1	0	0
179590995428478_372916929429216	I need se lunch money I pass drive thru on bells market in philadelphia  I ask for $10 & the ATM give me & $20 I try to reported but nobody can't help I didymium duty to the problem	0	1	0
179590995428478_445379532182955	"I received a letter:  In March 2013 Bank of America will be ending its relationship with Caesars Total Rewards program & guess what guys  In March of 2013, I will be ending my relationship with Bank of America....................."	0	1	0
6806028948_10151282819533949	"Response to your response about the Commission on Presidential Debates:  You said, ""Southwest Airlines' involvement with the upcoming Presidential debates is not aimed at promoting or endorsing any political agenda or candidate.""  Whether you're aiming or not, you are promoting a democratically suppressing organization.  Since censoring democracy would be a political agenda, you are inadvertently doing the opposite of what you are suggesting.  If you do not believe the Commission on Presidential Debates is a democratically suppressing organization, then you are ignoring the difficulty it would take for a candidate to surpass a 15% support in the polls without the credibility of inclusion in public debates.  The only limitation the CPD should take is that a candidate must be on enough ballots that total 270 electoral votes.  Anything else is suppression.  Imagine if the government said that travel booking websites were only allowed to advertise the two most popular airlines, and let's say you're number 3 or 4.  The American citizens would not be informed well enough to make their traveling decisions and you would continually be the third or fourth most popular airline.  You are supporting this ideology by lending your services for free to the Commission on Presidential Debates.   You continued, ""our Senior Leaders felt that the core values of Southwest Airlines aligned with the CPD's mission of providing American Citizens the opportunity to make informed decisions.""  The Commission on Presidential Debates is limiting American citizens the opportunity to make informed decisions.  Surely, your senior leaders understand the importance of knowing as much information as possible before making the best decisions.  Now quit supporting the organization that is doing the opposite of what you are telling us you support.  Stop soon, or you're going to lose thousands of customers."	0	1	0
179590995428478_383248331729409	"As a collective body, the American farmer and rancher is a far more concerned and compassionate steward of the animals in their care than the so called 'animal activists' comprising the HSUS. The voice of the American farmer and rancher will be heard and I encourage BOA to seriously rethink supporting HSUS In any manner, particularly, financially. I will be ending my affiliation with BOA immediately and encouraging everyone I know to look at the facts and to do likewise."	0	1	0
56805881344_2581320110886	Banana Caramel Cake (^'^)  http://beautycakerecipe.blogspot.com/2012/04/banana-caramel-cake-recipe.html	0	1	0
115568331790246_557860307561044	"i like riteaid for their deals and the employees,there is always something to be got,even if you just go for one item,their stores are clean,and they make sure to place deals up front where patrons can see them"	1	0	0
125472670805257_375848669100988	"Ok delta:  what's the best way to explain to a 4 year old that she won't be eating supper with cinderella tonight, because our flight was delayed and we are stuck in Tri cities regional airport, instead of on our way to Disney?"	0	1	0
8103318119_10150603874263120	"OK this is the third time we have tried to print your coupons from your website, you are giving errors that don't exist, my husband is Director of IT, so we know what settings to use on our computer, WHATS UP TARGET?????????"	0	1	0
92979593115_10151013010338116	"Last week for the Million Fan special I selected to print the $3/15 beauty purchase, I went to use it on sunday night and realized when I got home the coupon charged me $3 instead of taking off $3, HOw do I resolve this matter?"	0	1	0
117497138610_10151170769588611	"Im very upset with the walgreens store in New hyde park NY, I was just in the store looking for thanksgiving decorations and found an end cap with a few items, does walgreens NOT celebrate thanksgiving?"	0	1	0
124728879505_355342177848785	"After enjoying the soup, I turned the earthday can into a pen caddy, and I removed a label from a double noodle can and glued it around a wooden utensil caddy that was simular in diameter."	1	0	0
179590995428478_349060945148148	"I thought all of you ""friends of B of A"" would like to know that they refused business with a local firearms manufacturer and were one of the first banks to offer illegal aliens bank accounts."	0	1	0
78143372410_10150882410947411	"I had the most terrible experience at Safeway tonight, with customer service at the N 5th ave store in Yakima. Thanks Christine or Christina for your wonderful lack of customer service. It is employees like you that will ruin a business, any business, but especially a customer service orientated one such as a grocery store, outstanding job."	0	1	0
108381603303_10151311200143304	Have you considered an organic version of everyone's favorite chocolate bar?	0	0	1
117497138610_10150545839183611	Please contribute to organizations that won't play politics with your donations.	0	0	1
77978885595_10152226709510596	"I am very disappointed with the service at Bristol Va petsmart, refusing to sell a animal to you cause they say they have lack of food to sell with the animal when the truth is the girl working there tells the manager that shes not going to sell you the animal then give you the run around about it, well thats poor customer service, an the customer is always right! an even while talkin to the so called manager he has the gall to walk away! POOR POOR SERVICE AN TWO GIRLS THAT WORKS THERE LIKES TO TALK TO YOU LIKE YOUR IGNORANT OR SOMETHING, I WILL BE TAKEING MY BUSINESS ELSE WHERE!"	0	1	0
163478290365055_467086096670938	Wow the amount of people on autozone's facebook page is in the thousands say they will not shop at there store any more hose to show anti heroism dose not pay and they have nothing to say for poor actions	0	1	0
179590995428478_436026499784925	I am with chase i was told that bank of america is a good bank my research confirm that bank of america is the best choice for your local branch so bank of america my buisness is coming to you.	1	0	0
100488814000_10151210755289001	"DR Mercola - Most cereal is a combination of high-fructose corn syrup and GM corn, and cereals marketed to children are the worst offenders. According to one 2008 study, one serving of cereal equated to 11 percent of the daily limit of added sugar for active boys aged 14 to 18 years old, and an astounding 92 percent of the daily sugar intake for sedentary girls aged 9 to 13 - and that's if you have one serving."	0	1	0
12699262021_10150950146762022	"You continue to disappoint me with your stores' poor customer service and your employees' lack of knowledge about your products.  I wanted to get an siriusXm radio with home kit for my office but the store here (Palmdale, CA) didnt have the home kit, nor did the employees know anything about it, nor knew when how or if they would get more, all after waiting for 20 minutes for someone to actually come help me.  Another loss for your company  since instead I will be purchasing it online for cheaper with only the slight inconvenience of having to wait until Monday to have it in my hands."	0	1	0
129945096760_10151104298276761	It is much easier for me to avoid buying Dole products than it is for you to justify your support (intentional or otherwise) for murderers and those who commit human rights abuses.	0	1	0
147285781446_10150952076066447	I hope you responded to my friend Carrie Bach Trongone and didn't delete the post   I will re post it on my wall and send it to all my friends and tell them to do the same if you just deleted this post	0	1	0
147285781446_10151136505826447	Also forgot to add that me Being A US Army Military Police Veteran i know a thing or two about the AR-15 and how about you pull that 338 Lapua that i saw in your store about 3 weeks ago that could drop a rhino?	0	1	0
7003656077_10150786991996078	hola guiller  grasias por darme esos hijos tan maravillosos feliz dia de madre espero que la pases muy bien tu tienes algo que yo no puedo tener y es tenerlos a ellos cerca saludes los quiero mucho	0	1	0
6806028948_10150596287713949	"Looking forward to our business expo in conjunction with our Annual Meeting, Volunteer Celebration on Thursday! Will you be joining us?  Thank you to all our sponsors who make events like this possible!  SCF Arizona, National Bank of Arizona, Southwest Airlines, asbb (arizona small business benefits), Clark Hill Cares,Qqest Employer Services, Everest Corinthian College, Network Dogs Inc, Sonoran Studios, Sheraton Crescent Hotel Phoenix, AlphaGraphics - University, Campus Flowers"	1	0	0
125472670805257_359185197434002	I think you guys should get your Skyteam member AeroMexico back to Dallas because of the High Mexican population and that fact that they still have their name on the banner at the airport I just hope you bring em back	0	0	1
12699262021_10151194518907022	"my hp m9520f  has the  PCI Express x16 graphics card (Seasprite) - nVidia GeForce 9600 GS, 768MB memory - HDMI, DVI, and using included DVI-to-VGA adapter cable  in side  its going bad will any graphics card work with my pc"	0	0	1
260431051694_10151112909781695	If you don't care about the quality of your products and protecting the integrity of the Pepsico / Frito Lay brand I will just go ahead and post the pictures all over social media sites..	0	1	0
179590995428478_324946124226297	"i need your help in regards to a check that someone sent me from your bank and i would like to know if is real or not i need an emeal address where i can send you the copy of the check they send me via emeal,thank you."	0	0	1
78143372410_10150712470797411	"Thank you, Safeway, for your continuing generous donation to our Children's Ministry at First Church of God in Albany, OR through the Escrip program!"	1	0	0
6185812851_10151055941452852	"New speakers have been added to the Media Innovation Day agenda, including American Express, Amazon, and a special message from Al Gore!"	0	1	0
8103318119_10151217261098120	i was injured at target back on june 8 of this year still trying to get there ins to pay up target has no medical for shoppers in there stores i have paid out and there insurance co is giving me one big run a round	0	1	0
179590995428478_414248408629401	Thank you to the Bank of America Charitable Foundation for their recent grant to Generations Incorporated. We appreciate their investment in our educational programming.	1	0	0
159616034235_10150787832769236	By deleting my accurate posts about Walmart hindering law enforcement you are contributing to the dissemination of inaccurate information that contributes to MORE hindrance of law enforcement. I'm keeping screen shots and detailed documents so you just keep on deleting my posts.	0	1	0
159616034235_10150706247534236	"please commit to refuse purchasing Monsanto's unlabeled, untested and potentially unsafe GE sweet corn"	0	0	1
159616034235_10150708985279236	"Please formally commit to refuse Monsanto's unlabeled, untested and potentially unsafe GE sweet corn."	0	0	1
179590995428478_321894547864788	"""Corporate Employees Stepping Up to Teach"" - Check out the amazing apprenticeships that our Citizen Teachers are doing this semester! Including volunteers from Google, Facebook, HP, AOL, Cisco, Fidelity Investments, Cognizant, Microsoft, EMC Corporation, and Bank of America. Thank you for your work!"	1	0	0
159616034235_10150899641454236	"Reasonable pricing,general merchandise what's not to."	1	0	0
179590995428478_341718682549041	Fantastic for Americans who do business with you that support the 2nd amendment...............Brilliant idea !	0	1	0
7003656077_10150988474506078	I am seriously disgusted  with American Airlines.	0	1	0
110455108974424_472309122789019	Will resident evil 6 collectors edition be introduced to the US ?	0	0	1
179590995428478_411974148856827	I love how 3 years of working with the system with Bank of America has resulted in problem after problem with out a resolution and now because of our hard work we get a foreclosure for trying to work with you	0	1	0
199504650087085_325997364104479	Perhaps if the US Government didn't think it was necessary to continue occupying Japan almost 70 years after the end of WWII then United's pet policy wouldn't be such an issue.	0	1	0
6185812851_10150638749462852	Aprovech la financiacin que te dan American Express y NOVOGAMES!	0	1	0
63445693036_10150829788353037	Very upset that the CORCOBADO does not appear on any of the picture of Brazil Macy's MAGICAL Journey when it is clearly visible by ever single angle of RIO DE JANAIRO why only picture of the sugar loaf I wonder.....	0	1	0
7003656077_10151134252246078	"I did receive a verbal confirmation that AA will be refunding my money, but of course it is complicated and the monies will go directly to club med which will in turn have to issue the refund to my cc.."	0	1	0
21493231379_10150676873971380	"Could Discover please help me find a solution to help me change the category of transactions/purchases I make.  For example, just because I shop at a big-box discount store for my groceries does not mean that my Discover card should categorize that as purchasing ""merchandise"" each week in my spending analyzer. As you look at continuous improvements to the accounts management page, I would like to have the choice or option to change the category that a transaction truly is so that I can have a realistic breakdown of my spending."	0	0	1
313163945066_10151169749030067	"Long story short, I'm unhappy with the way US Bank does business, and I'm tired of paying for/ dealing with the shortcomings of your company and it's employees. Anyone considering opening an account with them should reconsider, and any current customers should take their finances elsewhere. I personally can not support a company that has such blatant disregard for their customers, and will be taking my accounts to another more reputable bank who does not take advantage of their customers."	0	1	0
92979593115_10150983503603116	"CVS Miami Lakes, FL has really bad customer Service and the manager is non customer service oriented at all."	0	1	0
117497138610_10150745560998611	"i remember when i was a teen in chicago and on payday my dad would give us money to go to Walgreens and buy a whole bag of assorted candy bars,maybe thats why i still love chocolate,blessings and love"	1	0	0
125472670805257_530454126973774	"Thanks delta for getting me half way to my destination, promising me that I'm confirmed for a flight, bumping me to standby, leaving me stranded for four days in atlanta without my luggage, and costing me nearly $500 to book a flight home on AirTran."	0	1	0
159616034235_10150708027774236	Please formally commit to rejecting Monsanto's genetically modified sweet corn.  Thanks!	0	0	1
12699262021_10150770156387022	"As a longtime customer and now-former shareholder of Best Buy, I find it shocking to see that Best Buy is using shareholder capital to fund the terrorist-associated CAIR organization. If Best Buy will continue to indirectly but knowingly fund terrorists under the false name of ""diversity"" and ""interfaith education"", then I feel morally obliged to refrain from making any purchases from the company or continuing to be a shareholder. I sincerely hope that this funding will stop. There are plenty of worthy organizations out there that Best Buy can and should fund to promote interfaith diversity and education without supporting terrorism."	0	1	0
21493231379_10151299420721380	I ? Discover!	1	0	0
125472670805257_378600675492454	"I called Delta a week ago tried to find out about bring puppy dog on the plan, Delta cargo told me i can carry on as 1 bag for free, but when i called today the representative told me have to pay $200 for carry on is that right or wrong?"	0	0	1
17648521247_10150616281511248	"if i purchased a few items with my kohl's credit card and i still have my receipts, is it possible for me to get a refund in cash rather than it going back on to my credit card since my card is paid off and i would prefer cash????"	0	0	1
